ID1 ID2 nb_sup2 sum_sup2 Sex1 State1 Region1 Sex2 State2 Region2
NA20796 NA20806 8 22.74 1 TSI EUR 1 TSI EUR
NA20797 HG01625 5 14.858 2 TSI EUR 1 IBS EUR
NA20798 NA20803 11 40.96 1 TSI EUR 1 TSI EUR
NA20799 HG00112 5 15.191 2 TSI EUR 1 GBR EUR
NA20800 HG03629 6 15.249 2 TSI EUR 1 PJL SAS
NA20801 NA20768 9 23.645 1 TSI EUR 2 TSI EUR
NA20802 NA20803 6 14.924 2 TSI EUR 1 TSI EUR
NA20803 NA20798 11 40.96 1 TSI EUR 1 TSI EUR
NA20804 HG00112 5 14.15 2 TSI EUR 1 GBR EUR
NA20805 NA20752 6 18.822 1 TSI EUR 1 TSI EUR
NA20806 NA20796 8 22.74 1 TSI EUR 1 TSI EUR
NA20807 HG02786 8 20.964 2 TSI EUR 1 PJL SAS
NA20808 NA12777 8 25.11 2 TSI EUR 1 CEU EUR
NA20809 HG03826 5 14.114 1 TSI EUR 2 BEB SAS
NA20810 NA20532 7 18.561 1 TSI EUR 1 TSI EUR
NA20811 NA20786 22 63.868 1 TSI EUR 2 TSI EUR
NA20812 HG00268 7 17.473 1 TSI EUR 2 FIN EUR
NA20813 NA12777 9 25.905 2 TSI EUR 1 CEU EUR
NA20814 NA20770 8 19.113 1 TSI EUR 1 TSI EUR
NA20815 HG02690 8 23.737 1 TSI EUR 1 PJL SAS
NA20818 HG02231 9 24.945 2 TSI EUR 1 IBS EUR
NA20819 NA20881 7 23.145 2 TSI EUR 2 GIH SAS
NA20821 NA20775 5 17.058 2 TSI EUR 2 TSI EUR
NA20822 HG01142 4 12.845 2 TSI EUR 1 CLM AMR
NA20826 NA11893 7 18.166 2 TSI EUR 1 CEU EUR
NA20827 HG02231 7 19.88 1 TSI EUR 1 IBS EUR
NA20828 NA20518 7 18.98 2 TSI EUR 1 TSI EUR
NA20832 HG03875 7 20.409 2 TSI EUR 1 ITU SAS
NA20845 NA20885 6 14.816 1 GIH SAS 1 GIH SAS
NA20846 NA20875 5 19.3 1 GIH SAS 2 GIH SAS
NA20847 NA21127 10 29.955 2 GIH SAS 1 GIH SAS
NA20849 NA21137 7 18.972 2 GIH SAS 2 GIH SAS
NA20850 HG03989 7 19.919 1 GIH SAS 2 STU SAS
NA20851 NA21119 8 24.266 2 GIH SAS 1 GIH SAS
NA20852 HG01125 5 15.167 1 GIH SAS 2 CLM AMR
NA20853 HG00146 6 18.939 2 GIH SAS 2 GBR EUR
NA20854 HG01046 6 17.944 2 GIH SAS 2 CDX EAS
NA20856 NA20878 8 18.98 2 GIH SAS 2 GIH SAS
NA20858 NA19795 6 16.442 1 GIH SAS 1 MXL AMR
NA20859 NA20868 10 28.683 2 GIH SAS 2 GIH SAS
NA20861 NA21118 5 14.292 1 GIH SAS 1 GIH SAS
NA20862 NA20766 5 15.638 2 GIH SAS 2 TSI EUR
NA20863 NA20899 7 19.616 1 GIH SAS 2 GIH SAS
NA20864 NA20891 68 184.859 1 GIH SAS 1 GIH SAS
NA20866 NA18535 6 16.275 1 GIH SAS 2 CHB EAS
NA20867 NA21087 8 22.098 1 GIH SAS 1 GIH SAS
NA20868 NA20859 10 28.683 2 GIH SAS 2 GIH SAS
NA20869 NA21087 7 19.005 2 GIH SAS 1 GIH SAS
NA20870 HG00115 4 12.484 1 GIH SAS 1 GBR EUR
NA20872 NA11893 6 19.09 2 GIH SAS 1 CEU EUR
NA20874 HG01801 4 12.483 2 GIH SAS 2 CDX EAS
NA20875 NA20846 5 19.3 2 GIH SAS 1 GIH SAS
NA20876 NA21093 7 21.293 2 GIH SAS 1 GIH SAS
NA20877 NA20884 8 20.132 2 GIH SAS 1 GIH SAS
NA20878 NA20856 8 18.98 2 GIH SAS 2 GIH SAS
NA20881 NA20819 7 23.145 2 GIH SAS 2 TSI EUR
NA20882 NA20900 363 1149.63 2 GIH SAS 2 GIH SAS
NA20884 NA20877 8 20.132 1 GIH SAS 2 GIH SAS
NA20885 NA20900 7 23.884 1 GIH SAS 2 GIH SAS
NA20886 HG03989 7 19.838 2 GIH SAS 2 STU SAS
NA20887 HG03899 4 11.621 1 GIH SAS 1 STU SAS
NA20888 NA21106 5 17.03 2 GIH SAS 2 GIH SAS
NA20889 HG01924 8 23.689 1 GIH SAS 2 PEL AMR
NA20890 HG02061 7 18.522 1 GIH SAS 1 KHV EAS
NA20891 NA20900 328 1006.47 1 GIH SAS 2 GIH SAS
NA20892 NA21142 9 22.463 2 GIH SAS 2 GIH SAS
NA20894 HG03953 3 9.54 2 GIH SAS 1 STU SAS
NA20895 NA21125 5 15.063 1 GIH SAS 2 GIH SAS
NA20896 NA21119 6 20.061 2 GIH SAS 1 GIH SAS
NA20897 HG01924 8 23.398 1 GIH SAS 2 PEL AMR
NA20899 NA21112 8 24.529 2 GIH SAS 1 GIH SAS
NA20900 NA20882 363 1149.63 2 GIH SAS 2 GIH SAS
NA20901 HG00146 7 18.622 1 GIH SAS 2 GBR EUR
NA20902 NA21107 8 25.858 2 GIH SAS 1 GIH SAS
NA20903 NA20876 4 12.096 1 GIH SAS 2 GIH SAS
NA20904 NA12813 5 14.941 1 GIH SAS 2 CEU EUR
NA20905 NA20901 7 17.863 1 GIH SAS 1 GIH SAS
NA20906 NA12749 10 28.464 2 GIH SAS 2 CEU EUR
NA20908 NA20899 4 12.281 2 GIH SAS 2 GIH SAS
NA20911 NA20868 7 18.52 1 GIH SAS 2 GIH SAS
NA21086 HG03007 8 22.666 2 GIH SAS 2 BEB SAS
NA21087 HG01865 8 24.808 1 GIH SAS 1 KHV EAS
NA21088 NA21102 12 31.219 2 GIH SAS 2 GIH SAS
NA21089 NA21144 9 27.64 2 GIH SAS 2 GIH SAS
NA21090 NA21114 7 19.627 1 GIH SAS 1 GIH SAS
NA21091 NA21112 7 18.602 1 GIH SAS 1 GIH SAS
NA21092 NA20786 6 16.25 1 GIH SAS 2 TSI EUR
NA21093 NA21126 12 31.15 1 GIH SAS 1 GIH SAS
NA21094 NA21137 10 25.106 1 GIH SAS 2 GIH SAS
NA21095 HG00146 5 14.518 1 GIH SAS 2 GBR EUR
NA21097 HG02364 5 13.186 2 GIH SAS 1 CDX EAS
NA21098 NA21100 9 24.002 1 GIH SAS 1 GIH SAS
NA21099 NA21109 7 20.977 1 GIH SAS 1 GIH SAS
NA21100 NA21098 9 24.002 1 GIH SAS 1 GIH SAS
NA21101 NA21086 5 13.753 2 GIH SAS 2 GIH SAS
NA21102 NA21088 12 31.219 2 GIH SAS 2 GIH SAS
NA21103 NA21104 13 34.795 2 GIH SAS 1 GIH SAS
NA21104 NA21103 13 34.795 1 GIH SAS 2 GIH SAS
NA21105 HG01924 7 18.021 1 GIH SAS 2 PEL AMR
NA21106 NA21141 8 21.478 2 GIH SAS 2 GIH SAS
NA21107 NA20902 8 25.858 1 GIH SAS 2 GIH SAS
NA21108 HG00190 5 15.012 2 GIH SAS 1 FIN EUR
NA21109 NA21135 149 429.176 1 GIH SAS 1 GIH SAS
NA21110 NA21133 7 22.984 2 GIH SAS 1 GIH SAS
NA21111 NA21119 9 24.481 1 GIH SAS 1 GIH SAS
NA21112 NA21114 9 25.164 1 GIH SAS 1 GIH SAS
NA21113 NA21094 10 24.226 1 GIH SAS 1 GIH SAS
NA21114 NA21127 16 43.809 1 GIH SAS 1 GIH SAS
NA21115 NA20847 8 20.001 1 GIH SAS 2 GIH SAS
NA21116 HG02291 6 16.306 1 GIH SAS 1 PEL AMR
NA21117 NA21088 9 25.208 1 GIH SAS 2 GIH SAS
NA21118 NA21124 8 21.132 1 GIH SAS 1 GIH SAS
NA21119 NA21102 11 27.46 1 GIH SAS 2 GIH SAS
NA21120 HG03875 7 21.24 2 GIH SAS 1 ITU SAS
NA21122 NA21104 8 22.313 2 GIH SAS 1 GIH SAS
NA21123 NA21133 8 23.423 1 GIH SAS 1 GIH SAS
NA21124 NA21119 10 25.619 1 GIH SAS 1 GIH SAS
NA21125 NA21128 7 19.817 2 GIH SAS 1 GIH SAS
NA21126 NA21093 12 31.15 1 GIH SAS 1 GIH SAS
NA21127 NA21114 16 43.809 1 GIH SAS 1 GIH SAS
NA21128 NA21104 8 25.814 1 GIH SAS 1 GIH SAS
NA21129 NA21100 7 22.571 1 GIH SAS 1 GIH SAS
NA21130 NA21114 9 22.232 1 GIH SAS 1 GIH SAS
NA21133 NA21141 11 34.362 1 GIH SAS 2 GIH SAS
NA21135 NA21109 149 429.176 1 GIH SAS 1 GIH SAS
NA21137 NA21094 10 25.106 2 GIH SAS 1 GIH SAS
NA21141 NA21133 11 34.362 2 GIH SAS 1 GIH SAS
NA21142 HG00115 8 24.708 2 GIH SAS 1 GBR EUR
NA21143 NA21142 8 19.608 2 GIH SAS 2 GIH SAS
NA21144 NA21089 9 27.64 2 GIH SAS 2 GIH SAS
